module,doctype,field,fieldtype,mandatory,reference_note,django_app,django_model,django_field,status,evidence
Ssbikez,Exchange Vehicle Master,hp_endorsement,Select,no,HP Endorsement,,,,,
Ssbikez,Exchange Vehicle Master,insurance,Select,yes,Insurance,,,,,
Ssbikez,Exchange Vehicle Master,column_break_focc,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Master,exchange_vehicle_name,Link,yes,Exchange Vehicle Name,,,,,
Ssbikez,Exchange Vehicle Master,chasis_no,Data,yes,Chasis No,,,,,
Ssbikez,Exchange Vehicle Master,sub_group,Link,yes,Sub Group,,,,,
Ssbikez,Exchange Vehicle Master,payment_status,Select,no,Payment Status,,,,,
Ssbikez,Exchange Vehicle Master,column_break_bwda,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Master,party_name,Link,no,Party Name,,,,,
Ssbikez,Exchange Vehicle Master,registration_number,Data,yes,Registration Number,,,,,
Ssbikez,Exchange Vehicle Master,vehicle_category,Link,yes,Vehicle Category,,,,,
Ssbikez,Exchange Vehicle Master,column_break_zchm,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Master,colour,Link,yes,Colour,,,,,
Ssbikez,Exchange Vehicle Master,year_of_make,Data,yes,Year of Make,,,,,
Ssbikez,Exchange Vehicle Master,target_warehouse,Link,yes,Target Warehouse,,,,,
Ssbikez,Exchange Vehicle Master,section_break_bgek,Section Break,no,Finance Details,,,,,
Ssbikez,Exchange Vehicle Master,finance_name,Data,no,Finance Name,,,,,
Ssbikez,Exchange Vehicle Master,column_break_cbul,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Master,finance_closing_amount,Currency,no,Finance Closing Amount,,,,,
Ssbikez,Exchange Vehicle Master,column_break_ekxp,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Master,balance_amount,Currency,no,Balance Amount,,,,,
Ssbikez,Exchange Vehicle Master,section_break_ryyv,Section Break,no,NOC and Other Details,,,,,
Ssbikez,Exchange Vehicle Master,rc_book_received,Select,no,RC Book Received,,,,,
Ssbikez,Exchange Vehicle Master,rc_book_number,Data,no,RC Book Number,,,,,
Ssbikez,Exchange Vehicle Master,column_break_zxrr,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Master,noc,Select,no,NOC,,,,,
Ssbikez,Exchange Vehicle Master,remarks,Data,no,Remarks,,,,,
Ssbikez,Exchange Vehicle Master,to_received,Select,no,T.O Received,,,,,
Ssbikez,Exchange Vehicle Master,insurance_received,Select,no,Insurance Received,,,,,
Ssbikez,Final Inspection Labour Charge,date,Date,no,Date,,,,,
Ssbikez,Final Inspection Labour Charge,labor_work,Link,no,Labor Work,,,,,
Ssbikez,Final Inspection Labour Charge,quantity,Int,no,Quantity,,,,,
Ssbikez,Final Inspection Labour Charge,amount,Currency,no,Amount,,,,,
Ssbikez,Final Inspection Labour Charge,sgst,Currency,no,SGST,,,,,
Ssbikez,Final Inspection Labour Charge,cgst,Currency,no,CGST,,,,,
Ssbikez,Final Inspection Labour Charge,total,Currency,no,Total,,,,,
Ssbikez,Final Inspection Out Work Return Table,out_work_return_id,Link,yes,Out Work Return ID,,,,,
Ssbikez,Final Inspection Out Work Return Table,vendor,Link,yes,Vendor,,,,,
Ssbikez,Final Inspection Out Work Return Table,total,Currency,yes,Total,,,,,
Ssbikez,Final Inspection Spares  Issue Table,item_code,Link,yes,Item Code,,,,,
Ssbikez,Final Inspection Spares  Issue Table,item_name,Data,yes,Item Name,,,,,
Ssbikez,Final Inspection Spares  Issue Table,qty,Float,yes,QTY,,,,,
Ssbikez,Final Inspection Spares  Issue Table,rate,Currency,yes,Rate,,,,,
Ssbikez,Final Inspection Spares  Issue Table,total,Currency,yes,Total,,,,,
Ssbikez,Final Inspection Spares Issue,item_code,Link,no,Item Code,,,,,
Ssbikez,Final Inspection Spares Issue,item_name,Data,no,Item Name,,,,,
Ssbikez,Final Inspection Spares Issue,qty,Int,no,QTY,,,,,
Ssbikez,Final Inspection Spares Issue,rate,Currency,no,Rate,,,,,
Ssbikez,Final Inspection Spares Issue,amount,Currency,no,Amount,,,,,
Ssbikez,Final Inspection,job_card_no,Link,yes,Job Card No,,,,,
Ssbikez,Final Inspection,column_break_r4lum,Column Break,no,,,,,,
Ssbikez,Final Inspection,rework,Check,no,Rework,,,,,
Ssbikez,Final Inspection,naming_series,Select,no,Naming Series,,,,,
Ssbikez,Final Inspection,section_break_uojij,Section Break,no,,,,,,
Ssbikez,Final Inspection,vehicle_name,Data,yes,Vehicle Code,,,,,
Ssbikez,Final Inspection,column_break_om0sl,Column Break,no,,,,,,
Ssbikez,Final Inspection,chasis_number,Data,yes,Chasis Number,,,,,
Ssbikez,Final Inspection,column_break_mwif7,Column Break,no,,,,,,
Ssbikez,Final Inspection,mechanic_name,Data,no,Mechanic Name,,,,,
Ssbikez,Final Inspection,column_break_vh2n6,Column Break,no,,,,,,
Ssbikez,Final Inspection,register_number,Data,no,Register Number,,,,,
Ssbikez,Final Inspection,section_break_c8jdc,Section Break,no,,,,,,
Ssbikez,Final Inspection,complaints_table,Table,no,Complaints Table,,,,,
Ssbikez,Final Inspection,section_break_axrr7,Section Break,no,,,,,,
Ssbikez,Final Inspection,supervisor_recomment,Table,no,Supervisor Recomment,,,,,
Ssbikez,Final Inspection,section_break_k9chq,Section Break,no,,,,,,
Ssbikez,Final Inspection,labor_charges,Table,no,Labor Charges,,,,,
Ssbikez,Final Inspection,section_break_pccko,Section Break,no,,,,,,
Ssbikez,Final Inspection,spares_used,Table,no,Spares Used,,,,,
Ssbikez,Final Inspection,section_break_n0cs4,Section Break,no,,,,,,
Ssbikez,Final Inspection,out_work_entry_lists,Table,no,Out Work Entry Lists,,,,,
Ssbikez,Final Inspection,column_break_nvlxm,Section Break,no,,,,,,
Ssbikez,Final Inspection,out_work_remarks,Data,no,Bay Out Remarks,,,,,
Ssbikez,Final Inspection,section_break_s0yrr,Section Break,no,,,,,,
Ssbikez,Final Inspection,final_inspection_remarks,Small Text,yes,Final Inspection Remarks,,,,,
Ssbikez,Final Inspection,revisit,Check,no,Revisit,,,,,
Ssbikez,Final Inspection,amended_from,Link,no,Amended From,,,,,
Ssbikez,Final Inspection,section_break_otbo,Section Break,no,,,,,,
Ssbikez,Final Inspection,spares_total_amount,Currency,no,Spares Total Amount,,,,,
Ssbikez,Final Inspection,column_break_jyap,Column Break,no,,,,,,
Ssbikez,Final Inspection,labour_total_amount,Currency,no,Labour Total Amount,,,,,
Ssbikez,Final Inspection,column_break_fmyq,Column Break,no,,,,,,
Ssbikez,Final Inspection,outwork_total_amount,Currency,no,Outwork Total Amount,,,,,
Ssbikez,Finance,finance_name,Data,yes,Finance Name,,,,,
Ssbikez,Finance,address_4,Data,no,Address 4,,,,,
Ssbikez,Finance,pincode,Data,yes,Pincode,,,,,
Ssbikez,Finance,column_break_mshd,Column Break,no,,,,,,
Ssbikez,Finance,address_1,Data,yes,Address 1,,,,,
Ssbikez,Finance,phone_number,Data,yes,Phone Number,,,,,
Ssbikez,Finance,column_break_hltc,Column Break,no,,,,,,
Ssbikez,Finance,address_2,Data,yes,Address 2,,,,,
Ssbikez,Finance,city,Data,yes,City,,,,,
Ssbikez,Finance,column_break_isch,Column Break,no,,,,,,
Ssbikez,Finance,address_3,Data,no,Address 3,,,,,
Ssbikez,Finance,state,Autocomplete,yes,State,,,,,
Ssbikez,Fitting Items,item_code,Link,yes,Item Code,,,,,
Ssbikez,Fitting Items,item_name,Data,yes,Item Name,,,,,
Ssbikez,Fitting Items,qty,Int,yes,Qty,,,,,
Ssbikez,Fitting Items,rack,Link,yes,Rack,,,,,
Ssbikez,Fitting Items,bin,Link,yes,Bin,,,,,
Ssbikez,Fitting Items,column_break_atyj,Column Break,no,,,,,,
Ssbikez,Fitting Items,rate,Currency,yes,Rate,,,,,
Ssbikez,Fitting Items,amount,Currency,yes,Amount,,,,,
Ssbikez,Fitting Items,uom,Data,yes,UOM,,,,,
Ssbikez,Fitting Items,defaults,Check,no,Defaults,,,,,
Ssbikez,Fitting Items,balance_count,Int,no,Balance Count,,,,,
Ssbikez,Fitting Out Work,naming_series,Select,no,Series,,,,,
Ssbikez,Fitting Out Work,posting_date,Date,yes,Posting Date,,,,,
Ssbikez,Fitting Out Work,sales_order,Link,yes,Sales Order,,,,,
Ssbikez,Fitting Out Work,outwork_to,Link,yes,Outwork To,,,,,
Ssbikez,Fitting Out Work,column_break_x1zvx,Column Break,no,,,,,,
Ssbikez,Fitting Out Work,vehicle,Link,yes,Vehicle,,,,,
Ssbikez,Fitting Out Work,vehicle_allotment,Link,yes,Vehicle Allotment,,,,,
Ssbikez,Fitting Out Work,expected_in,Date,yes,Expected In,,,,,
Ssbikez,Fitting Out Work,outwork_item_section,Section Break,no,Outwork Item,,,,,
Ssbikez,Fitting Out Work,items,Table,no,Items,,,,,
Ssbikez,Fitting Out Work,amended_from,Link,no,Amended From,,,,,
Ssbikez,Fitting Out Work,amended_from,Link,no,Amended From,,,,,
Ssbikez,Foot Rest Details Table,spares,Data,no,Spares,,,,,
Ssbikez,Foot Rest Details Table,change_need_yes,Check,no,Yes,,,,,
Ssbikez,Foot Rest Details Table,change_need_no,Check,no,No,,,,,
Ssbikez,Fork Details Table,spares,Data,no,Spares,,,,,
Ssbikez,Fork Details Table,change_need_yes,Check,no,Yes,,,,,
Ssbikez,Fork Details Table,change_need_no,Check,no,No,,,,,
Ssbikez,Form 20 Creation,naming_series,Select,no,Series,,,,,
Ssbikez,Form 20 Creation,date,Date,yes,Date,rto,Form20Creation,,Missing,"rto/models.py:213-225 Form20Creation -- no user-settable Date field, only created_at (auto_now_add)"
Ssbikez,Form 20 Creation,company,Link,no,Company,rto,Form20Creation,,Missing,No multi-company Company model in repo (consistent with rest of app)
Ssbikez,Form 20 Creation,column_break_azlnf,Column Break,no,,,,,,
Ssbikez,Form 20 Creation,regn_area,Link,yes,Registration Area,rto,Form20Creation,registration_area,Match,rto/models.py:215 -- FK to RegistrationArea
Ssbikez,Form 20 Creation,branch,Link,no,Branch,rto,Form20Creation,,Missing,rto/models.py:213-225 -- no branch field on Form20Creation (only reachable indirectly via sales_order)
Ssbikez,Form 20 Creation,section_break_bnaka,Section Break,no,,,,,,
Ssbikez,Form 20 Creation,party,Table,yes,Form 20 Items,rto,Form20Creation,sales_order (single FK),Deviation,"rto/models.py:213-225 -- Form20Creation is one-row-per-vehicle (single sales_order FK), not a header + Form 20 Party child table batch document like the reference; a single Form 20 application covering multiple vehicles cannot be represented"
Ssbikez,Form 20 Creation,amended_from,Link,no,Amended From,rto,Form20Creation,docstatus/amended_from,Match,"rto/models.py:213 Form20Creation(DocStatusMixin, ...)"
Ssbikez,Form 20 Creation,amended_from,Link,no,Amended From,rto,Form20Creation,docstatus/amended_from,Match,"rto/models.py:213 Form20Creation(DocStatusMixin, ...)"
Ssbikez,Form 20 Digit Master,digits,Data,yes,Digits,,,,,
Ssbikez,Form 20 Party,party_name,Link,yes,Party Name,,,,,
Ssbikez,Form 20 Party,vehicle_name,Link,yes,Vehicle Name,,,,,
Ssbikez,Form 20 Party,application_no,Data,yes,Application No,,,,,
Ssbikez,Form 20 Party,sales_order,Link,no,Sales Order,,,,,
Ssbikez,Form 20 Party,order_form_id,Link,yes,Order Form Id,,,,,
Ssbikez,Form 20 Party,engine,Data,yes,Engine,,,,,
Ssbikez,Form 20 Party,frame,Data,yes,Frame,,,,,
Ssbikez,Freight Tax Percentage,tax,Link,yes,Tax,,,,,
Ssbikez,Fuel Fill Purpose,purpose_name,Data,yes,Purpose Name,,,,,
Ssbikez,Fuel Slip,date,Date,yes,Date,,,,,
Ssbikez,Fuel Slip,fuel_type,Select,yes,Fuel Type,,,,,
Ssbikez,Fuel Slip,purpose,Link,yes,Purpose,,,,,
Ssbikez,Fuel Slip,order_form_id,Link,no,Order Form ID,,,,,
Ssbikez,Fuel Slip,chasis_no,Data,no,Chasis No,,,,,
Ssbikez,Fuel Slip,column_break_thp1l,Column Break,no,,,,,,
Ssbikez,Fuel Slip,type,Select,yes,Type,,,,,
Ssbikez,Fuel Slip,fuel,Select,yes,Fuel,,,,,
Ssbikez,Fuel Slip,column_break_gowcf,Column Break,no,,,,,,
Ssbikez,Fuel Slip,bunk_name,Link,yes,Bunk Name,,,,,
Ssbikez,Fuel Slip,litre,Int,no,Litre,,,,,
Ssbikez,Fuel Slip,amount,Currency,no,Amount,,,,,
Ssbikez,Fuel Slip,naming_series,Select,no,Naming Series,,,,,
Ssbikez,Fuel Slip,amended_from,Link,no,Amended From,,,,,
Ssbikez,Fuel Supplier Payment,date,Date,yes,Date,,,,,
Ssbikez,Fuel Supplier Payment,from_account,Link,yes,From Account,,,,,
Ssbikez,Fuel Supplier Payment,bank_ref_no,Data,no,Bank Ref No,,,,,
Ssbikez,Fuel Supplier Payment,column_break_ew330,Column Break,no,,,,,,
Ssbikez,Fuel Supplier Payment,supplier,Link,yes,Supplier,,,,,
Ssbikez,Fuel Supplier Payment,to_account,Link,yes,To Account,,,,,
Ssbikez,Fuel Supplier Payment,bank_ref_date,Date,no,Bank Ref Date,,,,,
Ssbikez,Fuel Supplier Payment,column_break_dr2ps,Column Break,no,,,,,,
Ssbikez,Fuel Supplier Payment,payment_type,Select,no,Payment Type,,,,,
Ssbikez,Fuel Supplier Payment,column_break_ebwje,Column Break,no,,,,,,
Ssbikez,Fuel Supplier Payment,pay_mode,Link,no,Pay Mode,,,,,
Ssbikez,Fuel Supplier Payment,bank_name,Link,no,Bank Name,,,,,
Ssbikez,Fuel Supplier Payment,section_break_yf4w5,Section Break,no,Voucher Details,,,,,
Ssbikez,Fuel Supplier Payment,voucher_details,Table,no,Voucher Details Table,,,,,
Ssbikez,Fuel Supplier Payment,section_break_jqidk,Section Break,no,,,,,,
Ssbikez,Fuel Supplier Payment,voucher_items_table,Table,no,Voucher Items Table,,,,,
Ssbikez,Fuel Supplier Payment,section_break_6x5hq,Section Break,no,,,,,,
Ssbikez,Fuel Supplier Payment,total_amount,Currency,yes,Total Amount,,,,,
Ssbikez,Fuel Supplier Payment,naming_series,Select,no,Naming Series,,,,,
Ssbikez,Fuel Supplier Payment,amended_from,Link,no,Amended From,,,,,
Ssbikez,Fuel Supplier Payment,amended_from,Link,no,Amended From,,,,,
Ssbikez,Fuel Voucher Master,ss_voucher_no,Int,yes,SS Voucher No,,,,,
Ssbikez,Fuel Voucher Master,bunk_name,Link,no,Bunk Name,,,,,
Ssbikez,Fuel Voucher Master,pending_amount,Currency,no,Pending Amount,,,,,
Ssbikez,Fuel Voucher Master,column_break_ts9be,Column Break,no,,,,,,
Ssbikez,Fuel Voucher Master,credit_voucher_no,Link,yes,Credit Voucher No,,,,,
Ssbikez,Fuel Voucher Master,purpose,Data,yes,Purpose,,,,,
Ssbikez,Fuel Voucher Master,column_break_lqzsg,Column Break,no,,,,,,
Ssbikez,Fuel Voucher Master,litre,Int,yes,Litre,,,,,
Ssbikez,Fuel Voucher Master,bunk_receipt_number,Data,yes,Bunk Receipt Number,,,,,
Ssbikez,Fuel Voucher Master,column_break_oqb7c,Column Break,no,,,,,,
Ssbikez,Fuel Voucher Master,amount,Currency,yes,Amount,,,,,
Ssbikez,Fuel Voucher Master,column_break_m6r0h,Column Break,no,,,,,,
Ssbikez,Fuel Voucher Master,fuel_type,Data,yes,Fuel Type,,,,,
Ssbikez,Fuel Voucher Master,naming_series,Select,no,Naming Series,,,,,
Ssbikez,Fuel Voucher Master,amended_from,Link,no,Amended From,,,,,
Ssbikez,Fuel Voucher Master,amended_from,Link,no,Amended From,,,,,
Ssbikez,GST Item Child,item_code,Link,yes,Item Code,,,,,
Ssbikez,GST Item Child,reference_doctype,Link,no,Reference Doctype,,,,,
Ssbikez,GST Item Child,warranty_rsa_amc,Dynamic Link,no,Warranty RSA AMC,,,,,
Ssbikez,GST Item Child,rate,Currency,no,Rate,,,,,
Ssbikez,GST Item Child,gst,Link,no,GST,,,,,
Ssbikez,GST Item Child,indirect_income_ledger,Check,no,Indirect Income Ledger,,,,,
Ssbikez,Generate GST Bill,order_form_id,Link,yes,Order Form ID,billing,Invoice,sales_order,Match,billing/models.py:57-61 Invoice.sales_order is a mandatory FK to sales.VehicleSalesOrder -- same role as order_form_id linking the bill back to its originating order.
Ssbikez,Generate GST Bill,generate_gst_bill,Check,no,Generate GST Bill,,,,Missing,"Not itemized individually -- reference_erp_spec/20_For_Payout_GST_Bill.md itself came back 'NOT FOUND on server (fetch failed or renamed)', so this doctype's full live schema could not be re-verified this pass; Generate GST Bill rows here were cross-checked against billing.Invoice as the closest live match for the core order/customer/items/total facts only. Minor fields (warehouse, color, branch, sub_group, naming conventions) not present on billing.Invoice -- see file directly for the full field list."
Ssbikez,Generate GST Bill,date,Date,yes,Date,,,,Missing,"Not itemized individually -- reference_erp_spec/20_For_Payout_GST_Bill.md itself came back 'NOT FOUND on server (fetch failed or renamed)', so this doctype's full live schema could not be re-verified this pass; Generate GST Bill rows here were cross-checked against billing.Invoice as the closest live match for the core order/customer/items/total facts only. Minor fields (warehouse, color, branch, sub_group, naming conventions) not present on billing.Invoice -- see file directly for the full field list."
Ssbikez,Generate GST Bill,company,Link,no,Company,,,,Missing,"Not itemized individually -- reference_erp_spec/20_For_Payout_GST_Bill.md itself came back 'NOT FOUND on server (fetch failed or renamed)', so this doctype's full live schema could not be re-verified this pass; Generate GST Bill rows here were cross-checked against billing.Invoice as the closest live match for the core order/customer/items/total facts only. Minor fields (warehouse, color, branch, sub_group, naming conventions) not present on billing.Invoice -- see file directly for the full field list."
Ssbikez,Generate GST Bill,column_break_09n7a,Column Break,no,,,,,N/A,"UI layout marker (Column Break/Section Break), not a data field."
Ssbikez,Generate GST Bill,warehouse,Link,no,Warehouse,,,,Missing,"Not itemized individually -- reference_erp_spec/20_For_Payout_GST_Bill.md itself came back 'NOT FOUND on server (fetch failed or renamed)', so this doctype's full live schema could not be re-verified this pass; Generate GST Bill rows here were cross-checked against billing.Invoice as the closest live match for the core order/customer/items/total facts only. Minor fields (warehouse, color, branch, sub_group, naming conventions) not present on billing.Invoice -- see file directly for the full field list."
Ssbikez,Generate GST Bill,color,Data,no,Color,,,,Missing,"Not itemized individually -- reference_erp_spec/20_For_Payout_GST_Bill.md itself came back 'NOT FOUND on server (fetch failed or renamed)', so this doctype's full live schema could not be re-verified this pass; Generate GST Bill rows here were cross-checked against billing.Invoice as the closest live match for the core order/customer/items/total facts only. Minor fields (warehouse, color, branch, sub_group, naming conventions) not present on billing.Invoice -- see file directly for the full field list."
Ssbikez,Generate GST Bill,branch,Link,no,Branch,,,,Missing,"Not itemized individually -- reference_erp_spec/20_For_Payout_GST_Bill.md itself came back 'NOT FOUND on server (fetch failed or renamed)', so this doctype's full live schema could not be re-verified this pass; Generate GST Bill rows here were cross-checked against billing.Invoice as the closest live match for the core order/customer/items/total facts only. Minor fields (warehouse, color, branch, sub_group, naming conventions) not present on billing.Invoice -- see file directly for the full field list."
Ssbikez,Generate GST Bill,column_break_u5ugf,Column Break,no,,,,,N/A,"UI layout marker (Column Break/Section Break), not a data field."
Ssbikez,Generate GST Bill,customer,Data,yes,Customer,billing,Invoice,sales_order.customer,Match,"Reachable via invoice.sales_order.customer (billing/views.py:90); already GST-split-verified in Task 3's Tier 1 walk (split_gst(), billing/models.py:9-42) -- not re-litigated here."
Ssbikez,Generate GST Bill,sub_group,Data,no,Sub Group,,,,Missing,"Not itemized individually -- reference_erp_spec/20_For_Payout_GST_Bill.md itself came back 'NOT FOUND on server (fetch failed or renamed)', so this doctype's full live schema could not be re-verified this pass; Generate GST Bill rows here were cross-checked against billing.Invoice as the closest live match for the core order/customer/items/total facts only. Minor fields (warehouse, color, branch, sub_group, naming conventions) not present on billing.Invoice -- see file directly for the full field list."
Ssbikez,Generate GST Bill,column_break_gshzc,Column Break,no,,,,,N/A,"UI layout marker (Column Break/Section Break), not a data field."
Ssbikez,Generate GST Bill,vehicle_name,Data,yes,Vehicle Code,,,,Missing,"Not itemized individually -- reference_erp_spec/20_For_Payout_GST_Bill.md itself came back 'NOT FOUND on server (fetch failed or renamed)', so this doctype's full live schema could not be re-verified this pass; Generate GST Bill rows here were cross-checked against billing.Invoice as the closest live match for the core order/customer/items/total facts only. Minor fields (warehouse, color, branch, sub_group, naming conventions) not present on billing.Invoice -- see file directly for the full field list."
Ssbikez,Generate GST Bill,column_break_lvgm0,Column Break,no,,,,,N/A,"UI layout marker (Column Break/Section Break), not a data field."
Ssbikez,Generate GST Bill,vehicle_code,Data,no,Vehicle Name,billing,Invoice,sales_order.vehicle,Match,Reachable via invoice.sales_order.vehicle.
Ssbikez,Generate GST Bill,section_break_d8cgt,Section Break,no,,,,,N/A,"UI layout marker (Column Break/Section Break), not a data field."
Ssbikez,Generate GST Bill,items,Table,no,Items,billing,InvoiceItem,(reverse FK invoice.items),Match,billing/models.py:192-225 InvoiceItem is the line-item table for an Invoice.
