module,doctype,field,fieldtype,mandatory,reference_note,django_app,django_model,django_field,status,evidence
Ssbikez,Model Series Generate Form,column_break_bktwb,Column Break,no,,,,,,
Ssbikez,Model Series Generate Form,pp_charge_2,Check,no,PP Charge 2,,,,,
Ssbikez,Model Series Generate Form,column_break_346vj,Column Break,no,,,,,,
Ssbikez,Model Series Generate Form,pp_charge_3,Check,no,PP Charge 3,,,,,
Ssbikez,Model Series Generate Form,section_break_0o7wj,Section Break,no,,,,,,
Ssbikez,Model Series Generate Form,pp_table,Table,no,PP Table,,,,,
Ssbikez,Model Series Generate Form,rsa_section,Section Break,no,RSA,,,,,
Ssbikez,Model Series Generate Form,rsa_amount,Check,no,RSA Amount,,,,,
Ssbikez,Model Series Generate Form,rsa_table,Table,no,RSA Table,,,,,
Ssbikez,Model Series Generate Form,generate,Button,no,Generate,,,,,
Ssbikez,Model Type,type,Data,yes,Type,,,,,
Ssbikez,Model and Price,vehicle_name_section,Section Break,no,Vehicle Name,,,,,
Ssbikez,Model and Price,model_code,Link,yes,Vehicle Code,,,,,
Ssbikez,Model and Price,percentage,Int,yes,Percentage,,,,,
Ssbikez,Model and Price,charge_3,Currency,yes,Charge 3,,,,,
Ssbikez,Model and Price,pdi,Currency,yes,PDI,,,,,
Ssbikez,Model and Price,rsa,Currency,no,RSA,,,,,
Ssbikez,Model and Price,column_break_mhws,Column Break,no,,,,,,
Ssbikez,Model and Price,models,Data,no,Vehicle Name,,,,,
Ssbikez,Model and Price,charge_1,Currency,no,Charge 1,,,,,
Ssbikez,Model and Price,insurance,Currency,no,Insurance,,,,,
Ssbikez,Model and Price,amc,Currency,no,AMC,,,,,
Ssbikez,Model and Price,sub_group,Link,no,Sub Group,,,,,
Ssbikez,Model and Price,column_break_hsqp,Column Break,no,,,,,,
Ssbikez,Model and Price,ex_show_room,Currency,no,Ex Showroom,,,,,
Ssbikez,Model and Price,charge_2,Currency,no,Charge 2,,,,,
Ssbikez,Model and Price,updated_insurance_rate,Currency,no,Updated Insurance rate,,,,,
Ssbikez,Model and Price,warranty,Currency,no,Protection Plus,,,,,
Ssbikez,Model and Price,color,Link,no,Color,,,,,
Ssbikez,Model and Price,color_code,Data,no,Color Code,,,,,
Ssbikez,Model and Price,naming_series,Select,no,Naming Series,,,,,
Ssbikez,New Spares List,date,Datetime,yes,Date,,,,,
Ssbikez,New Spares List,item_code,Link,yes,Item Code,,,,,
Ssbikez,New Spares List,item_name,Data,no,Item Name,,,,,
Ssbikez,New Spares List,quantity,Int,yes,quantity,,,,,
Ssbikez,New Spares List,tool_status,Data,yes,Tool Status,,,,,
Ssbikez,New Spares List,rack,Link,no,Rack,,,,,
Ssbikez,New Spares List,bin,Link,no,Bin,,,,,
Ssbikez,New Spares List,ref_no,Int,no,Ref No,,,,,
Ssbikez,New Vehicle Delivery Item,item_code,Link,yes,Item Code,,,,,
Ssbikez,New Vehicle Delivery Item,reference_doctype,Link,no,Reference Doctype,,,,,
Ssbikez,New Vehicle Delivery Item,warranty_rsa_amc,Dynamic Link,no,Warranty RSA AMC,,,,,
Ssbikez,New Vehicle Delivery Item,rate,Currency,no,Rate,,,,,
Ssbikez,New Vehicle Delivery Item,actaul_amount,Currency,no,Actaul Amount,,,,,
Ssbikez,New Vehicle Delivery Note,order_form_id,Link,yes,Order Form Id,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_v3yhp,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,login,Data,no,Login,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_03vr5,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,manager_approval_request,Check,no,Manager Approval Request,,,,,
Ssbikez,New Vehicle Delivery Note,allow_permission,Check,no,Manager Approved,,,,,
Ssbikez,New Vehicle Delivery Note,finance_approved,Check,no,Finance Approved,,,,,
Ssbikez,New Vehicle Delivery Note,section_break_jt5do,Section Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,vehicle_allotment_id,Link,no,Vehicle Allotment ID,,,,,
Ssbikez,New Vehicle Delivery Note,naming_series,Select,no,Naming Series,,,,,
Ssbikez,New Vehicle Delivery Note,new_vehicle_sales_order,Link,no,New Vehicle Sales Order,,,,,
Ssbikez,New Vehicle Delivery Note,gst_category,Data,no,GST Category,,,,,
Ssbikez,New Vehicle Delivery Note,vehicle_color,Link,yes,Vehicle Color,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_tered,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,date,Date,no,Date,,,,,
Ssbikez,New Vehicle Delivery Note,chasis_no,Data,no,Chasis No,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_bzfus,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,warehouse,Link,yes,Vehicle Warehouse,,,,,
Ssbikez,New Vehicle Delivery Note,customer,Link,no,Customer,,,,,
Ssbikez,New Vehicle Delivery Note,company,Link,no,Company,,,,,
Ssbikez,New Vehicle Delivery Note,branch,Link,no,Branch,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_xeyec,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,payment_type,Select,no,Payment Type,,,,,
Ssbikez,New Vehicle Delivery Note,to_account,Link,no,To Account,,,,,
Ssbikez,New Vehicle Delivery Note,ref_no,Data,no,Ref No,,,,,
Ssbikez,New Vehicle Delivery Note,ref_date,Date,no,Ref Date,,,,,
Ssbikez,New Vehicle Delivery Note,section_break_eehch,Section Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,vehicle_details,Table,no,Vehicle Details,,,,,
Ssbikez,New Vehicle Delivery Note,section_break_zkylf,Section Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,special_helmet,Check,no,Special Helmet,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_lz7gz,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,helmet_name,Link,no,Helmet Name,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_klktl,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,helmet_price,Currency,no,Helmet Price,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_wa63u,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,special_helmet_warehouse,Link,no,Special Helmet Warehouse,,,,,
Ssbikez,New Vehicle Delivery Note,section_break_p3qd7,Section Break,no,Exchange Vehicle,,,,,
Ssbikez,New Vehicle Delivery Note,has_vehicle_exchange,Check,no,Has Vehicle Exchange,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_shaeo,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,finance_closing,Select,no,Finance Closing,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_tlo5s,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,exchange_amount,Currency,no,Exchange Amount,,,,,
Ssbikez,New Vehicle Delivery Note,on_delivery_process_section,Section Break,no,On Delivery Process,,,,,
Ssbikez,New Vehicle Delivery Note,offer_petrol,Check,no,Offer Petrol,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_yoqan,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,petrol_type,Select,no,Petrol Type,,,,,
Ssbikez,New Vehicle Delivery Note,liter,Int,no,Litre,,,,,
Ssbikez,New Vehicle Delivery Note,amount,Currency,no,Amount,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_32bez,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,bunk_name,Link,no,Bunk Name,,,,,
Ssbikez,New Vehicle Delivery Note,section_break_n9yac,Section Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,issue_gate_pass,Check,no,Issue Gate Pass,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_1jstq,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,is_fitting,Check,no,Additional Fittings,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_wya3m,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,number_plate_amount,Currency,yes,Number Plate Amount,,,,,
Ssbikez,New Vehicle Delivery Note,fitting_id,Link,no,Fitting Id,,,,,
Ssbikez,New Vehicle Delivery Note,section_break_e4xdm,Section Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,delivery_note_item,Table,no,Delivery Note Item,,,,,
Ssbikez,New Vehicle Delivery Note,section_break_zxvuk,Section Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,advance_payment_details,Table,no,Advance Payment Details,,,,,
Ssbikez,New Vehicle Delivery Note,section_break_dj1js,Section Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,delivery_note_payment_entry,Table,no,Delivery Note Payment Entry,,,,,
Ssbikez,New Vehicle Delivery Note,section_break_rgpl3,Section Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,total_quantity,Int,no,Total Quantity,,,,,
Ssbikez,New Vehicle Delivery Note,invoice_discount,Currency,no,Invoice Discount,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_uag9k,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,table_charges_total,Currency,no,Table Charges Total,,,,,
Ssbikez,New Vehicle Delivery Note,finance_amount,Currency,no,Finance Amount,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_vjoef,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,additional_discount,Currency,no,Additional Discount (INR),,,,,
Ssbikez,New Vehicle Delivery Note,total,Currency,yes,Total,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_d4ql5,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,sales_order_additional_discount,Currency,no,Sales Order Additional Discount,,,,,
Ssbikez,New Vehicle Delivery Note,pending_amount,Currency,yes,Pending Amount,,,,,
Ssbikez,New Vehicle Delivery Note,column_break_ngpaa,Column Break,no,,,,,,
Ssbikez,New Vehicle Delivery Note,advance_amount,Currency,no,Advance Amount,,,,,
Ssbikez,New Vehicle Delivery Note,refund_amount,Currency,no,Refund Amount,,,,,
Ssbikez,New Vehicle Delivery Note,payment_status,Data,no,Payment Status,,,,,
Ssbikez,New Vehicle Delivery Note,amended_from,Link,no,Amended From,,,,,
Ssbikez,New Vehicle Invoice Item,item_code,Data,no,Item Code,,,,,
Ssbikez,New Vehicle Invoice Item,reference_doctype,Link,no,Reference Doctype,,,,,
Ssbikez,New Vehicle Invoice Item,reference_docname,Dynamic Link,no,Reference Docname,,,,,
Ssbikez,New Vehicle Invoice Item,quantity,Int,no,Quantity,,,,,
Ssbikez,New Vehicle Invoice Item,rate,Currency,no,Rate,,,,,
Ssbikez,New Vehicle Invoice Item,total,Currency,no,Total,,,,,
Ssbikez,New Vehicle Invoice Item,discount,Currency,no,Discount,,,,,
Ssbikez,New Vehicle Invoice Item,actual_amount,Currency,no,Actual Amount,,,,,
Ssbikez,New Vehicle Invoice Item,tax,Link,no,Tax,,,,,
Ssbikez,New Vehicle Labour Work,disable,Check,no,Disable,,,,,
Ssbikez,New Vehicle Labour Work,labour_work,Data,yes,Labour Work,,,,,
Ssbikez,New Vehicle Labour Work,labour_work_code,Data,no,Labour Work Code,,,,,
Ssbikez,New Vehicle Labour Work,labour_work_name,Data,no,Labour Work Name,,,,,
Ssbikez,New Vehicle Labour Work,rate,Float,yes,Rate,,,,,
Ssbikez,New Vehicle Labour Work,gst,Float,no,GST,,,,,
Ssbikez,New Vehicle Labour Work,hsn_code,Link,no,HSN Code,,,,,
Ssbikez,New Vehicle Labour Work,vehicle,Data,no,Vehicle,,,,,
Ssbikez,New Vehicle Sale Item Child,item_code,Link,yes,Item Code,,,,,
Ssbikez,New Vehicle Sale Item Child,reference_doctype,Link,no,Reference Doctype,,,,,
Ssbikez,New Vehicle Sale Item Child,warranty_rsa_amc,Dynamic Link,no,Warranty RSA AMC,,,,,
Ssbikez,New Vehicle Sale Item Child,rate,Currency,no,Rate,,,,,
Ssbikez,New Vehicle Sale Item Child,indirect_income_ledger,Check,no,Indirect Income Ledger,,,,,
Ssbikez,New Vehicle Sale Item Child,actual_amount,Currency,no,Actual Amount,,,,,
Ssbikez,New Vehicle Sales Invoice,order_form_id,Link,yes,Order Form ID,,,,,
Ssbikez,New Vehicle Sales Invoice,column_break_vn5m6,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,login,Data,no,Login,,,,,
Ssbikez,New Vehicle Sales Invoice,column_break_z2ddu,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,md_approval_request,Check,no,MD Approval Request,,,,,
Ssbikez,New Vehicle Sales Invoice,allow_permission,Check,no,MD Approved,,,,,
Ssbikez,New Vehicle Sales Invoice,section_break_3jist,Section Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,naming_series,Select,no,Naming Series,,,,,
Ssbikez,New Vehicle Sales Invoice,new_vehicle_sales_order,Link,no,New Vehicle Sales Order,,,,,
Ssbikez,New Vehicle Sales Invoice,new_vehicle_delivery_note,Link,no,New Vehicle Delivery Note,,,,,
Ssbikez,New Vehicle Sales Invoice,gst_category,Data,no,GST Category,,,,,
Ssbikez,New Vehicle Sales Invoice,vehicle_color,Link,no,Vehicle Color,,,,,
Ssbikez,New Vehicle Sales Invoice,sub_group,Data,no,Sub Group,,,,,
Ssbikez,New Vehicle Sales Invoice,price_list,Link,no,Price List,,,,,
Ssbikez,New Vehicle Sales Invoice,column_break_htvfi,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,date,Date,no,Date,,,,,
Ssbikez,New Vehicle Sales Invoice,payment_type,Select,no,Payment Type,,,,,
Ssbikez,New Vehicle Sales Invoice,column_break_fvnw0,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,customer,Link,yes,Customer,,,,,
Ssbikez,New Vehicle Sales Invoice,company,Link,no,Company,,,,,
Ssbikez,New Vehicle Sales Invoice,vehicle_code,Data,no,Vehicle Code,,,,,
Ssbikez,New Vehicle Sales Invoice,chasis_no,Data,no,Chasis No,,,,,
Ssbikez,New Vehicle Sales Invoice,column_break_bd0uy,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,payment_due_date,Date,yes,Payment Due Date,,,,,
Ssbikez,New Vehicle Sales Invoice,branch,Link,no,Branch,,,,,
Ssbikez,New Vehicle Sales Invoice,vehicle_name,Data,yes,Vehicle Name,,,,,
Ssbikez,New Vehicle Sales Invoice,items_section,Section Break,no,Items,,,,,
Ssbikez,New Vehicle Sales Invoice,items,Table,no,Items,,,,,
Ssbikez,New Vehicle Sales Invoice,section_break_jojj,Section Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,column_break_qdwm,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,column_break_fxaj,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,column_break_vkts,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,column_break_cegj,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,without_gst,Check,no,Without GST for Supplier,,,,,
Ssbikez,New Vehicle Sales Invoice,section_break_nioub,Section Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,advance_payment_details,Table,no,Advance Payment Details,,,,,
Ssbikez,New Vehicle Sales Invoice,section_break_hv6wb,Section Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,total_quantity,Int,yes,Total Quantity,,,,,
Ssbikez,New Vehicle Sales Invoice,finance_amount,Currency,no,Finance Amount,,,,,
Ssbikez,New Vehicle Sales Invoice,refund_amount,Currency,no,Actual Refund Amount,,,,,
Ssbikez,New Vehicle Sales Invoice,customer_refund_amount,Currency,no,Customer Refund Amount,,,,,
Ssbikez,New Vehicle Sales Invoice,column_break_kbt8h,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,delivery_discount,Currency,no,Delivery Discount,,,,,
Ssbikez,New Vehicle Sales Invoice,sales_order_discount_amount,Currency,no,Sales Order Discount Amount,,,,,
Ssbikez,New Vehicle Sales Invoice,delivery_note_payments,Currency,no,Delivery Note Payments,,,,,
Ssbikez,New Vehicle Sales Invoice,refund_from_account,Link,no,Refund From Account,,,,,
Ssbikez,New Vehicle Sales Invoice,column_break_uqml5,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,invoice_discount,Currency,no,Invoice Discount,,,,,
Ssbikez,New Vehicle Sales Invoice,exchange_vehicle_amount,Currency,no,Exchange Vehicle Amount,,,,,
Ssbikez,New Vehicle Sales Invoice,number_plate_amount,Float,yes,Number Plate Amount,,,,,
Ssbikez,New Vehicle Sales Invoice,column_break_2czso,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,advance_amount,Currency,no,Advance Amount,,,,,
Ssbikez,New Vehicle Sales Invoice,balance_payment,Currency,no,Balance Payment,,,,,
Ssbikez,New Vehicle Sales Invoice,column_break_bdams,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Invoice,total_amount,Currency,no,Total Amount,,,,,
Ssbikez,New Vehicle Sales Invoice,amended_from,Link,no,Amended From,,,,,
Ssbikez,New Vehicle Sales Invoice,status,Data,no,Status,,,,,
Ssbikez,New Vehicle Sales Invoice,ledger_voucher_no,Link,no,Ledger Voucher No,,,,,
Ssbikez,New Vehicle Sales Order,naming_series,Select,no,Naming Series,,,,,
Ssbikez,New Vehicle Sales Order,company,Link,no,Company,,,,,
Ssbikez,New Vehicle Sales Order,customer,Link,yes,Customer,sales,VehicleSalesOrder,customer,Deviation,sales/models.py:466-468
Ssbikez,New Vehicle Sales Order,phone_number,Data,yes,Phone Number,sales,VehicleSalesOrder,(none),Missing,sales/models.py:352-464 (no phone_number field on VehicleSalesOrder)
Ssbikez,New Vehicle Sales Order,insurance_name,Link,no,Insurance Name,,,,,
Ssbikez,New Vehicle Sales Order,sales_finance_id,Link,no,Sales Finance Id,,,,,
Ssbikez,New Vehicle Sales Order,column_break_n2fud,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,branch,Link,yes,Branch,,,,,
Ssbikez,New Vehicle Sales Order,gst_category,Data,yes,GST Category,sales,VehicleSalesOrder,gst_category,Deviation,sales/models.py:466-468; sales/forms.py:186
Ssbikez,New Vehicle Sales Order,sales_enquiry_form,Link,no,Sales Enquiry Form,sales,VehicleSalesOrder,enquiry,Missing,sales/models.py:352-357; accounts/models.py:93-106 (no Branch.allow_without_enquiry_form)
Ssbikez,New Vehicle Sales Order,column_break_4zw5o,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,delivery_date,Date,yes,Delivery Date,,,,,
Ssbikez,New Vehicle Sales Order,order_form_id,Link,no,Order Form ID,,,,,
Ssbikez,New Vehicle Sales Order,veh_code,Link,no,Veh Code,,,,,
Ssbikez,New Vehicle Sales Order,section_break_sy44h,Section Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,vehicle_details,Table,yes,Vehicle Details,,,,,
Ssbikez,New Vehicle Sales Order,column_break_oaxsr,Section Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,vehicle_color,Link,no,Vehicle Color,,,,,
Ssbikez,New Vehicle Sales Order,section_break_iphac,Section Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,special_helmet,Check,no,Special Helmet,,,,,
Ssbikez,New Vehicle Sales Order,column_break_dsihr,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,helmet_name,Link,no,Helmet Name,,,,,
Ssbikez,New Vehicle Sales Order,column_break_3d9bt,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,helmet_price,Currency,no,Helmet Price,,,,,
Ssbikez,New Vehicle Sales Order,column_break_fcocw,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,special_helmet_warehouse,Link,no,Special Helmet Warehouse,,,,,
Ssbikez,New Vehicle Sales Order,default_helmet,Data,no,Default Helmet,,,,,
Ssbikez,New Vehicle Sales Order,exchange_vehicle_section,Section Break,no,Exchange Vehicle,,,,,
Ssbikez,New Vehicle Sales Order,has_vehicle_exchange,Check,no,Has Vehicle Exchange,,,,,
Ssbikez,New Vehicle Sales Order,column_break_vqoej,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,finance_closing,Select,no,Finance Closing,,,,,
Ssbikez,New Vehicle Sales Order,column_break_8jvtk,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,exchange_amount,Currency,no,Exchange Amount,,,,,
Ssbikez,New Vehicle Sales Order,section_break_ff6dj,Section Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,items,Table,no,Items,sales,VehicleSaleItem,items (related_name),Match,sales/models.py:1024-1045 (VehicleSaleItem is a distinct child table from vehicle selection); sales/views.py:601-616
Ssbikez,New Vehicle Sales Order,section_break_futi,Section Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,temp_charges_applied,Check,no,Temp Charges Applied,,,,,
Ssbikez,New Vehicle Sales Order,column_break_jblk,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,temp_charges,Currency,no,Temp Charges,,,,,
Ssbikez,New Vehicle Sales Order,column_break_gequ,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,temp_area,Data,no,Temp Area,,,,,
Ssbikez,New Vehicle Sales Order,section_break_lzxzb,Section Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,total_qty,Int,no,Total Quantity,,,,,
Ssbikez,New Vehicle Sales Order,invoice_discount,Currency,no,Invoice Discount,,,,,
Ssbikez,New Vehicle Sales Order,is_finance_done,Check,no,Is Finance Done,,,,,
Ssbikez,New Vehicle Sales Order,column_break_ywy4r,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,table_charges_total,Currency,no,Table Charges Total,,,,,
Ssbikez,New Vehicle Sales Order,delivery_discount,Currency,no,Delivery Discount,,,,,
Ssbikez,New Vehicle Sales Order,finance_amount,Float,no,Finance Amount,,,,,
Ssbikez,New Vehicle Sales Order,column_break_qeoxc,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,advance_payment,Currency,no,Advance Payment,,,,,
Ssbikez,New Vehicle Sales Order,additional_discount_amount_company_currency,Currency,no,Additional Discount Amount (Currency),,,,,
Ssbikez,New Vehicle Sales Order,payment_reference,Data,no,Payment Reference,,,,,
Ssbikez,New Vehicle Sales Order,column_break_jrjje,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,total,Currency,no,Total,sales,VehicleSalesOrder,total_amount,Match,"sales/forms.py:190 (total_amount is directly editable, not computed); sales/views.py:601-616 (items_formset saved independently, no auto-sum)"
Ssbikez,New Vehicle Sales Order,number_plate_amount,Currency,yes,Number Plate Amount,,,,,
Ssbikez,New Vehicle Sales Order,column_break_zhkxx,Column Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,balance_payment,Currency,no,Balance Payment,,,,,
Ssbikez,New Vehicle Sales Order,payment_status,Select,no,Payment Status,,,,,
Ssbikez,New Vehicle Sales Order,customer_refund,Currency,no,Customer Refund,,,,,
Ssbikez,New Vehicle Sales Order,section_break_pub5o,Section Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,fittings_table,Table,no,Fittings Table,,,,,
Ssbikez,New Vehicle Sales Order,section_break_8ee1a,Section Break,no,,,,,,
Ssbikez,New Vehicle Sales Order,sales_additional_vehicle_fittings,Table,no,Additional Vehicle Fittings,,,,,
Ssbikez,New Vehicle Sales Order,advance_payment_details_section,Section Break,no,Advance Payment Details,,,,,
Ssbikez,New Vehicle Sales Order,advance_payment_details,Table,no,Advance Payment Details,,,,,
Ssbikez,New Vehicle Sales Order,balance_sales_amount,Int,no,Balance Sales Amount,,,,,
Ssbikez,New Vehicle Sales Order,amended_from,Link,no,Amended From,,,,,
Ssbikez,New Vehicle Sales Order,date,Date,no,Date,,,,,
Ssbikez,Normal Helmet Master,disabled,Check,no,Disabled,,,,,
Ssbikez,Normal Helmet Master,section_break_gatx,Section Break,no,,,,,,
Ssbikez,Normal Helmet Master,helmet_code,Data,yes,Helmet Code,,,,,
Ssbikez,Normal Helmet Master,vehicle_category,Link,yes,Vehicle Category,,,,,
Ssbikez,Normal Helmet Master,column_break_pjur,Column Break,no,,,,,,
Ssbikez,Normal Helmet Master,helmet_name,Data,yes,Helmet Name,,,,,
Ssbikez,Normal Helmet Master,column_break_cuwz,Column Break,no,,,,,,
Ssbikez,Normal Helmet Master,uom,Link,yes,UOM,,,,,
Ssbikez,Normal Helmet Master,column_break_qxwj,Column Break,no,,,,,,
Ssbikez,Normal Helmet Master,part_number,Data,yes,Part Number,,,,,
Ssbikez,Normal Helmet Master,gst,Link,yes,GST,,,,,
Ssbikez,Number Order Entry Creation,naming_series,Select,no,Series,,,,,
Ssbikez,Number Order Entry Creation,date,Date,yes,Date,,,,,
Ssbikez,Number Order Entry Creation,company,Link,no,Company,,,,,
Ssbikez,Number Order Entry Creation,column_break_6zbbs,Column Break,no,,,,,,
Ssbikez,Number Order Entry Creation,regn_area,Link,no,Registration Area,,,,,
Ssbikez,Number Order Entry Creation,agent_name,Link,yes,Supplier Name,,,,,
Ssbikez,Number Order Entry Creation,branch,Link,no,Branch,,,,,
Ssbikez,Number Order Entry Creation,column_break_aw1va,Column Break,no,,,,,,
Ssbikez,Number Order Entry Creation,registration_no_id,Link,yes,Registration No Id,,,,,
Ssbikez,Number Order Entry Creation,section_break_t48uq,Section Break,no,,,,,,
Ssbikez,Number Order Entry Creation,party,Table,no,Party,,,,,
Ssbikez,Number Order Entry Creation,amended_from,Link,no,Amended From,,,,,
Ssbikez,Number Order Entry Creation,re_order,Check,no,Re Order,,,,,
Ssbikez,Number Order Entry Creation,amended_from,Link,no,Amended From,,,,,
Ssbikez,Number Order Entry Party,order_form_id,Link,yes,Order Form Id,,,,,
Ssbikez,Number Order Entry Party,vehicle_number,Data,yes,Vehicle Number,,,,,
Ssbikez,Number Order Entry Party,chassis_no,Data,no,Chassis No,,,,,
Ssbikez,Number Order Entry Party,engine_no,Data,no,Engine No,,,,,
Ssbikez,Number Order Entry Party,application_type,Data,no,Application Type,,,,,
Ssbikez,Number Order Entry Party,goods_career_mgv,Data,no,Goods Career MGV,,,,,
Ssbikez,Number Order Entry Party,maker_name,Data,no,Maker Name,,,,,
Ssbikez,Number Order Entry Party,model_name,Data,no,Model Name,,,,,
Ssbikez,Number Order Entry Party,party_name,Link,yes,Party Name,,,,,
Ssbikez,Number Order Entry Party,dealership_name,Data,no,Dealership Name,,,,,
Ssbikez,Number Order Entry Party,application_no,Data,no,Application No,,,,,
Ssbikez,Number Order Entry Party,sales_order,Link,no,Sales Order,,,,,
Ssbikez,Number Order Entry Party,vehicle_name,Link,yes,Vehicle Name,,,,,
Ssbikez,Number Plate Details Table,spares,Data,no,Spares,,,,,
Ssbikez,Number Plate Details Table,change_need_yes,Check,no,Yes,,,,,
Ssbikez,Number Plate Details Table,change_need_no,Check,no,No,,,,,
Ssbikez,Number Plate Issue Party,number_plate,Data,no,Number Plate,,,,,
Ssbikez,Number Plate Issue Party,party_name,Link,yes,Party Name,,,,,
Ssbikez,Number Plate Issue Party,sales_order,Link,no,Sales Order,,,,,
Ssbikez,Number Plate Issue Party,order_form_id,Link,yes,Order Form Id,,,,,
Ssbikez,Number Plate Issue Party,vehicle_name,Link,yes,Vehicle Name,,,,,
Ssbikez,Number Plate Issue Party,vehicle_number,Data,yes,Vehicle Number,,,,,
Ssbikez,Number Plate Issue,naming_series,Select,no,Naming Series,,,,,
Ssbikez,Number Plate Issue,issue_date,Date,no,Issue Date,,,,,
Ssbikez,Number Plate Issue,company,Link,no,Company,,,,,
Ssbikez,Number Plate Issue,column_break_mxiz9,Column Break,no,,,,,,
Ssbikez,Number Plate Issue,number_receipt_entry,Link,no,Number Receipt Entry,,,,,
Ssbikez,Number Plate Issue,issue_type,Select,no,Issue Type,,,,,
Ssbikez,Number Plate Issue,column_break_rmjiw,Column Break,no,,,,,,
